transaction_id,customer_id,amount,timestamp,merchant_category
1239,C8454,107.5,2023-06-03 00:27:22,Entertainment
3250,C5285,59.39,2023-06-03 00:27:29,Retail
2581,C6170,85.76,2023-06-03 00:27:50,Electronics
9235,C2942,87.99,2023-06-03 00:28:00,Entertainment
9167,C9333,94.1,2023-06-03 00:28:47,Retail
10437,C5137,3694.26,2023-06-03 00:28:59,Restaurant
10176,C7660,45.58,2023-06-03 00:29:01,Grocery
10303,C2946,63.99,2023-06-03 00:30:14,Entertainment
8450,C3561,72.6,2023-06-03 00:30:35,Restaurant
5127,C3637,2607.69,2023-06-03 00:31:53,Restaurant
3132,C9802,44.72,2023-06-03 00:33:14,Electronics
10993,C4253,0.74,2023-06-03 00:34:05,Electronics
6926,C2240,1.54,2023-06-03 00:34:17,Grocery
3547,C6651,48.2,2023-06-03 00:35:51,Electronics
2160,C9282,108.33,2023-06-03 00:36:30,Entertainment
9322,C2138,33.07,2023-06-03 00:36:39,Grocery
7782,C7374,38.27,2023-06-03 00:36:55,Grocery
4708,C3627,74.07,2023-06-03 00:36:59,Restaurant
6188,C5953,20.05,2023-06-03 00:37:15,Restaurant
8548,C1607,44.86,2023-06-03 00:38:04,Retail
8942,C8644,65.09,2023-06-03 00:38:45,Entertainment
6663,C6582,38.43,2023-06-03 00:39:10,Retail
4327,C7512,56.46,2023-06-03 00:39:11,Electronics
9031,C5198,1.11,2023-06-03 00:41:39,Restaurant
1122,C1053,42.45,2023-06-03 00:41:50,Retail
2723,C9238,31.43,2023-06-03 00:42:17,Retail
1912,C3361,75.88,2023-06-03 00:47:38,Restaurant
9522,C9784,81.42,2023-06-03 00:47:44,Restaurant
5859,C6544,90.46,2023-06-03 00:48:06,Restaurant
6191,C5519,104.27,2023-06-03 00:48:15,Electronics
3883,C7939,58.88,2023-06-03 00:50:35,Grocery
4073,C7492,66.5,2023-06-03 00:50:36,Restaurant
10335,C9376,22.93,2023-06-03 00:51:58,Restaurant
10430,C4309,8606.75,2023-06-03 00:52:45,Grocery
2033,C5332,20.74,2023-06-03 00:52:45,Electronics
5429,C9489,75.48,2023-06-03 00:56:13,Retail
3544,C8586,109.41,2023-06-03 00:57:22,Electronics
4254,C2770,32.15,2023-06-03 00:57:44,Grocery
3295,C7756,103.17,2023-06-03 00:58:37,Retail
6600,C2735,61.9,2023-06-03 00:58:48,Retail
5572,C6995,69.88,2023-06-03 01:00:13,Retail
3007,C8668,78.55,2023-06-03 01:01:32,Restaurant
3730,C7786,14.26,2023-06-03 01:01:39,Restaurant
4164,C5060,108.83,2023-06-03 01:02:43,Grocery
2896,C2800,50.69,2023-06-03 01:02:54,Grocery
5415,C4633,105.47,2023-06-03 01:03:25,Retail
1784,C2317,24.93,2023-06-03 01:05:19,Grocery
1832,C6927,55.11,2023-06-03 01:07:55,Retail
1364,C7267,70.42,2023-06-03 01:08:13,Retail
7823,C6531,51.04,2023-06-03 01:08:52,Grocery
9282,C3102,35.44,2023-06-03 01:09:22,Grocery
2434,C6517,58.6,2023-06-03 01:09:57,Restaurant
7548,C4002,47.13,2023-06-03 01:10:38,Grocery
7607,C2830,68.69,2023-06-03 01:10:46,Grocery
8760,C2491,73.53,2023-06-03 01:14:04,Entertainment
6155,C2091,52.0,2023-06-03 01:14:26,Electronics
10119,C5476,59.17,2023-06-03 01:15:16,Entertainment
3612,C7367,33.44,2023-06-03 01:15:28,Retail
10436,C7851,68.44,2023-06-03 01:15:58,Entertainment
7172,C4615,57.97,2023-06-03 01:17:15,Retail
8645,C7937,39.75,2023-06-03 01:18:09,Grocery
9271,C2406,4906.22,2023-06-03 01:18:14,Restaurant
3435,C7311,67.03,2023-06-03 01:18:43,Electronics
10077,C6882,45.15,2023-06-03 01:21:49,Entertainment
7055,C3796,68.44,2023-06-03 01:22:11,Retail
8735,C1305,49.18,2023-06-03 01:23:24,Grocery
7635,C6698,0.97,2023-06-03 01:24:47,Grocery
2213,C5381,57.39,2023-06-03 01:24:53,Retail
6248,C4804,57.35,2023-06-03 01:25:15,Entertainment
2190,C6400,3857.92,2023-06-03 01:25:18,Electronics
3080,C9792,63.4,2023-06-03 01:25:54,Restaurant
6568,C5532,26.72,2023-06-03 01:26:31,Retail
5680,C2702,10.0,2023-06-03 01:28:26,Retail
4369,C3415,22.02,2023-06-03 01:28:52,Grocery
4871,C8488,54.77,2023-06-03 01:28:52,Entertainment
9473,C4276,59.1,2023-06-03 01:31:26,Grocery
9674,C9005,92.24,2023-06-03 01:34:07,Grocery
1518,C4388,70.2,2023-06-03 01:36:33,Grocery
6178,C9673,30.56,2023-06-03 01:38:52,Restaurant
7447,C6206,102.78,2023-06-03 01:43:08,Retail
7267,C7977,77.99,2023-06-03 01:47:44,Entertainment
9945,C7451,36.34,2023-06-03 01:48:15,Grocery
9046,C6098,67.54,2023-06-03 01:49:06,Retail
9302,C4345,73.71,2023-06-03 01:50:50,Grocery
10027,C3033,69.95,2023-06-03 01:51:49,Grocery
9576,C9836,75.21,2023-06-03 01:52:45,Grocery
4399,C3428,112.33,2023-06-03 01:53:31,Restaurant
9969,C2573,27.81,2023-06-03 01:56:22,Grocery
2226,C1502,11.32,2023-06-03 02:00:06,Electronics
6890,C4193,61.71,2023-06-03 02:00:08,Entertainment
8777,C1445,106.22,2023-06-03 02:02:14,Electronics
6705,C2462,86.23,2023-06-03 02:04:16,Entertainment
8364,C4126,58.29,2023-06-03 02:08:16,Retail
9533,C2106,59.81,2023-06-03 02:08:51,Grocery
2532,C4963,64.6,2023-06-03 02:09:36,Electronics
5484,C8896,68.51,2023-06-03 02:10:39,Grocery
1202,C1887,87.1,2023-06-03 02:10:43,Retail
7930,C1606,2580.44,2023-06-03 02:13:56,Grocery
1404,C1027,60.46,2023-06-03 02:13:58,Restaurant
6728,C9931,64.95,2023-06-03 02:16:20,Electronics
1143,C4923,68.35,2023-06-03 02:16:21,Electronics
8778,C1958,91.17,2023-06-03 02:17:05,Restaurant
2705,C6067,38.29,2023-06-03 02:17:26,Grocery
10040,C2438,42.99,2023-06-03 02:19:09,Retail
1255,C9701,51.01,2023-06-03 02:19:36,Retail
7881,C4278,38.23,2023-06-03 02:19:38,Grocery
10305,C9012,59.21,2023-06-03 02:22:00,Restaurant
1485,C3607,52.44,2023-06-03 02:22:35,Retail
3160,C1550,0.11,2023-06-03 02:22:50,Retail
6290,C9530,12.21,2023-06-03 02:23:32,Entertainment
3383,C6666,39.94,2023-06-03 02:23:46,Retail
6417,C8713,52.27,2023-06-03 02:24:33,Retail
6616,C2522,1055.36,2023-06-03 02:24:54,Retail
8480,C3476,55.11,2023-06-03 02:25:17,Entertainment
4750,C2522,77.32,2023-06-03 02:26:52,Entertainment
9796,C1420,29.99,2023-06-03 02:27:32,Retail
5618,C6914,79.19,2023-06-03 02:27:39,Retail
2114,C1243,35.68,2023-06-03 02:27:54,Electronics
4082,C5093,67.17,2023-06-03 02:28:17,Electronics
4837,C4389,49.69,2023-06-03 02:29:16,Entertainment
6665,C8063,111.88,2023-06-03 02:29:19,Entertainment
6174,C8503,60.58,2023-06-03 02:30:44,Entertainment
10962,C3885,59.52,2023-06-03 02:31:15,Entertainment
3193,C6222,1.2,2023-06-03 02:31:19,Electronics
2653,C2259,50.39,2023-06-03 02:31:25,Grocery
7948,C6954,0.93,2023-06-03 02:32:43,Entertainment
6494,C1306,35.21,2023-06-03 02:32:57,Retail
7943,C2375,62.94,2023-06-03 02:34:58,Entertainment
4285,C9962,35.84,2023-06-03 02:35:54,Electronics
7297,C5380,52.8,2023-06-03 02:37:01,Grocery
4295,C2659,40.04,2023-06-03 02:38:45,Electronics
6947,C7432,1.42,2023-06-03 02:39:21,Grocery
10946,C3384,59.47,2023-06-03 02:39:49,Grocery
7219,C6362,72.66,2023-06-03 02:40:23,Entertainment
8037,C1853,56.88,2023-06-03 02:40:32,Grocery
6532,C8907,44.22,2023-06-03 02:40:50,Grocery
5326,C7877,12.17,2023-06-03 02:41:54,Electronics
7503,C3523,47.25,2023-06-03 02:42:18,Grocery
8473,C4671,53.21,2023-06-03 02:44:02,Grocery
2864,C9446,1712.39,2023-06-03 02:44:31,Retail
9711,C2790,59.0,2023-06-03 02:44:58,Electronics
4259,C7875,100.72,2023-06-03 02:45:05,Restaurant
6839,C6617,68.3,2023-06-03 02:46:03,Restaurant
6681,C2140,21.62,2023-06-03 02:46:46,Retail
6368,C1200,75.83,2023-06-03 02:46:52,Grocery
8067,C7182,78.78,2023-06-03 02:47:26,Retail
5919,C6276,79.75,2023-06-03 02:49:31,Electronics
4028,C7461,66.31,2023-06-03 02:50:37,Retail
7096,C2460,13.95,2023-06-03 02:51:09,Grocery
8836,C5110,52.35,2023-06-03 02:51:22,Entertainment
7762,C9955,97.32,2023-06-03 02:53:04,Electronics
10652,C3421,37.38,2023-06-03 02:54:49,Entertainment
1918,C6546,77.95,2023-06-03 02:57:01,Grocery
1684,C4545,58.1,2023-06-03 02:57:03,Electronics
2527,C2816,58.23,2023-06-03 02:58:28,Entertainment
7106,C7750,23.54,2023-06-03 03:01:19,Grocery
10800,C4305,0.62,2023-06-03 03:03:50,Entertainment
2040,C7086,65.47,2023-06-03 03:04:15,Electronics
2591,C6848,45.19,2023-06-03 03:04:20,Retail
10116,C2457,37.54,2023-06-03 03:04:57,Restaurant
7472,C3286,95.68,2023-06-03 03:05:30,Grocery
7586,C6705,46.3,2023-06-03 03:11:13,Grocery
6440,C9514,77.05,2023-06-03 03:11:16,Retail
2768,C3589,44.98,2023-06-03 03:13:11,Entertainment
9615,C8883,45.19,2023-06-03 03:13:39,Grocery
3707,C5605,94.37,2023-06-03 03:14:55,Electronics
4791,C2560,20.25,2023-06-03 03:15:10,Restaurant
5823,C4415,46.71,2023-06-03 03:17:13,Electronics
10860,C2595,58.55,2023-06-03 03:18:00,Grocery
5720,C7753,52.24,2023-06-03 03:18:17,Retail
10319,C9192,64.76,2023-06-03 03:21:38,Entertainment
5144,C6420,35.05,2023-06-03 03:25:07,Restaurant
5437,C1590,78.73,2023-06-03 03:25:51,Grocery
3979,C5625,88.18,2023-06-03 03:26:58,Grocery
8725,C6060,12.85,2023-06-03 03:28:36,Retail
2048,C8606,65.79,2023-06-03 03:30:08,Restaurant
8290,C3540,60.81,2023-06-03 03:34:49,Restaurant
9970,C6825,72.83,2023-06-03 03:36:06,Retail
6898,C2113,10.0,2023-06-03 03:37:40,Retail
5582,C8384,65.21,2023-06-03 03:37:41,Entertainment
4070,C2494,42.11,2023-06-03 03:39:06,Entertainment
2214,C1474,47.98,2023-06-03 03:40:29,Restaurant
4693,C2718,71.17,2023-06-03 03:41:35,Retail
1333,C2232,60.02,2023-06-03 03:44:28,Grocery
7726,C9379,20.06,2023-06-03 03:44:39,Grocery
8918,C4174,25.85,2023-06-03 03:44:40,Restaurant
10471,C3621,98.34,2023-06-03 03:44:40,Electronics
2409,C6381,96.17,2023-06-03 03:48:07,Entertainment
7992,C6049,74.35,2023-06-03 03:50:35,Retail
3142,C7948,64.08,2023-06-03 03:54:15,Restaurant
9508,C7376,54.65,2023-06-03 03:55:04,Retail
1082,C6155,63.1,2023-06-03 03:57:13,Retail
2257,C5640,103.62,2023-06-03 03:58:46,Electronics
10955,C4496,19.22,2023-06-03 03:58:47,Grocery
8740,C5504,111.36,2023-06-03 03:59:33,Entertainment
4694,C9381,81.33,2023-06-03 04:00:56,Retail
6489,C1917,18.69,2023-06-03 04:02:14,Entertainment
8286,C9410,0.57,2023-06-03 04:03:13,Grocery
6855,C3745,97.24,2023-06-03 04:03:13,Entertainment
7117,C4860,10.84,2023-06-03 04:04:08,Restaurant
3076,C2011,0.88,2023-06-03 04:04:29,Retail
4582,C9199,68.8,2023-06-03 04:05:11,Restaurant
4302,C5612,26.39,2023-06-03 04:06:52,Electronics
6281,C8005,31.9,2023-06-03 04:07:31,Retail
6852,C5331,25.75,2023-06-03 04:07:54,Electronics
8118,C1169,35.67,2023-06-03 04:08:33,Retail
10594,C5382,41.23,2023-06-03 04:08:38,Electronics
7255,C3271,44.56,2023-06-03 04:10:59,Entertainment
7239,C1203,22.66,2023-06-03 04:12:18,Retail
1556,C6363,27.38,2023-06-03 04:12:40,Restaurant
6747,C3224,7020.42,2023-06-03 04:13:19,Electronics
6342,C2397,35.54,2023-06-03 04:13:19,Entertainment
4593,C7704,53.13,2023-06-03 04:15:23,Entertainment
2354,C1616,22.57,2023-06-03 04:15:52,Grocery
3739,C8449,61.55,2023-06-03 04:15:54,Entertainment
5819,C4263,53.39,2023-06-03 04:17:03,Entertainment
8545,C8111,0.48,2023-06-03 04:18:30,Retail
2141,C8847,67.23,2023-06-03 04:20:42,Retail
10071,C4081,89.14,2023-06-03 04:21:52,Restaurant
9341,C3115,40.13,2023-06-03 04:22:39,Grocery
5623,C7746,40.19,2023-06-03 04:24:04,Restaurant
1798,C8245,71.27,2023-06-03 04:25:49,Entertainment
10964,C3322,67.84,2023-06-03 04:26:55,Retail
1305,C3200,72.23,2023-06-03 04:29:56,Entertainment
8751,C6569,59.74,2023-06-03 04:30:25,Retail
7976,C5166,101.34,2023-06-03 04:30:57,Grocery
3479,C6253,98.32,2023-06-03 04:33:34,Grocery
8447,C3115,80.58,2023-06-03 04:33:51,Restaurant
9258,C8733,10.0,2023-06-03 04:35:43,Restaurant
1746,C2229,62.32,2023-06-03 04:36:20,Retail
7536,C1866,10.0,2023-06-03 04:36:32,Entertainment
4760,C8835,90.84,2023-06-03 04:36:44,Retail
10418,C3137,37.02,2023-06-03 04:37:22,Retail
9027,C2106,50.37,2023-06-03 04:37:26,Electronics
10141,C3797,55.24,2023-06-03 04:37:50,Restaurant
8437,C5806,65.67,2023-06-03 04:38:19,Electronics
8884,C7166,5323.28,2023-06-03 04:38:53,Entertainment
1265,C2964,54.64,2023-06-03 04:39:34,Entertainment
9797,C3013,29.85,2023-06-03 04:41:09,Restaurant
7724,C7626,54.36,2023-06-03 04:41:10,Entertainment
7335,C5803,44.93,2023-06-03 04:42:27,Electronics
7735,C4781,59.51,2023-06-03 04:42:42,Restaurant
7233,C8852,54.43,2023-06-03 04:44:46,Grocery
3731,C7146,11.34,2023-06-03 04:44:55,Retail
2928,C5890,60.51,2023-06-03 04:45:04,Entertainment
5143,C8982,88.04,2023-06-03 04:45:54,Electronics
1244,C4111,45.19,2023-06-03 04:46:12,Grocery
4646,C9587,43.3,2023-06-03 04:46:23,Restaurant
10515,C5582,29.75,2023-06-03 04:47:00,Retail
9225,C6883,62.59,2023-06-03 04:47:56,Grocery
9786,C7528,31.03,2023-06-03 04:48:09,Electronics
7287,C3267,59.52,2023-06-03 04:49:33,Retail
9424,C3236,25.79,2023-06-03 04:50:28,Grocery
9715,C4432,79.25,2023-06-03 04:50:56,Restaurant
1626,C5397,1.49,2023-06-03 04:51:40,Retail
8004,C8248,94.72,2023-06-03 04:51:47,Retail
2737,C5105,50.75,2023-06-03 04:52:43,Entertainment
9688,C3414,35.05,2023-06-03 04:53:05,Grocery
2950,C8247,59.27,2023-06-03 04:54:27,Restaurant
6073,C2352,44.64,2023-06-03 04:54:48,Retail
6459,C1185,70.9,2023-06-03 04:58:13,Grocery
3970,C9225,62.06,2023-06-03 05:02:16,Grocery
4712,C4402,97.51,2023-06-03 05:03:30,Electronics
10489,C5781,57.66,2023-06-03 05:05:40,Retail
3882,C7806,1.71,2023-06-03 05:06:05,Retail
2185,C8075,7487.45,2023-06-03 05:06:43,Restaurant
10201,C7962,35.56,2023-06-03 05:07:01,Entertainment
8332,C5876,29.52,2023-06-03 05:07:21,Restaurant
5075,C7678,76.1,2023-06-03 05:07:53,Restaurant
1521,C1320,72.06,2023-06-03 05:09:02,Retail
4297,C4367,70.78,2023-06-03 05:10:09,Grocery
7354,C8965,64.28,2023-06-03 05:11:35,Grocery
2020,C8894,52.23,2023-06-03 05:12:49,Entertainment
2250,C5475,59.15,2023-06-03 05:13:35,Restaurant
2951,C5201,92.85,2023-06-03 05:14:26,Grocery
4469,C8605,86.82,2023-06-03 05:14:45,Grocery
4064,C3582,54.24,2023-06-03 05:15:02,Grocery
3844,C5942,67.03,2023-06-03 05:15:40,Retail
5627,C9821,49.1,2023-06-03 05:18:54,Electronics
9865,C7252,0.57,2023-06-03 05:19:09,Entertainment
4633,C6113,83.74,2023-06-03 05:20:29,Grocery
4365,C7468,91.09,2023-06-03 05:20:51,Electronics
5541,C3101,76.16,2023-06-03 05:22:16,Entertainment
2422,C8967,48.13,2023-06-03 05:22:29,Entertainment
8446,C8911,59.39,2023-06-03 05:23:22,Grocery
2449,C4833,51.1,2023-06-03 05:23:47,Restaurant
4595,C3346,101.64,2023-06-03 05:24:07,Restaurant
7460,C6756,52.96,2023-06-03 05:25:22,Electronics
8551,C9516,57.67,2023-06-03 05:25:24,Restaurant
8486,C2817,5542.61,2023-06-03 05:25:43,Retail
7094,C1118,31.88,2023-06-03 05:27:28,Grocery
3255,C2615,74.41,2023-06-03 05:27:49,Electronics
1439,C9375,39.35,2023-06-03 05:28:29,Entertainment
3734,C2525,82.49,2023-06-03 05:29:24,Grocery
1771,C3718,69.57,2023-06-03 05:29:34,Grocery
5024,C8301,96.39,2023-06-03 05:29:47,Grocery
9213,C7700,60.82,2023-06-03 05:29:49,Grocery
1544,C9751,77.74,2023-06-03 05:32:21,Electronics
8598,C5255,111.28,2023-06-03 05:32:30,Electronics
2952,C8849,48.92,2023-06-03 05:33:04,Entertainment
5277,C2856,112.07,2023-06-03 05:33:05,Electronics
6743,C1257,46.17,2023-06-03 05:33:24,Retail
3701,C3281,10.0,2023-06-03 05:34:48,Retail
1017,C1434,70.92,2023-06-03 05:35:38,Grocery
10858,C3496,58.75,2023-06-03 05:36:37,Restaurant
7387,C5266,69.82,2023-06-03 05:36:48,Grocery
7015,C4163,13.98,2023-06-03 05:38:08,Entertainment
6758,C7303,55.4,2023-06-03 05:39:30,Retail
6366,C1057,60.03,2023-06-03 05:39:32,Electronics
5865,C2759,80.6,2023-06-03 05:41:00,Grocery
5728,C6634,93.84,2023-06-03 05:43:25,Grocery
5142,C4234,46.26,2023-06-03 05:43:53,Restaurant
9036,C4046,5343.43,2023-06-03 05:44:15,Electronics
6718,C5623,35.18,2023-06-03 05:45:47,Entertainment
9649,C3535,62.86,2023-06-03 05:47:25,Retail
10854,C7350,90.06,2023-06-03 05:47:51,Entertainment
4133,C7275,56.13,2023-06-03 05:48:51,Restaurant
7783,C8986,54.22,2023-06-03 05:48:54,Entertainment
3389,C6580,100.14,2023-06-03 05:50:36,Restaurant
6651,C5949,91.88,2023-06-03 05:51:58,Electronics
8488,C2669,77.79,2023-06-03 05:52:03,Restaurant
1891,C4912,0.66,2023-06-03 05:55:10,Retail
3989,C4974,76.76,2023-06-03 05:56:27,Restaurant
5482,C8548,102.5,2023-06-03 05:59:14,Retail
9791,C2641,68.22,2023-06-03 05:59:23,Restaurant
3026,C7567,84.9,2023-06-03 06:00:04,Grocery
1227,C3724,39.95,2023-06-03 06:02:37,Grocery
9475,C1262,75.39,2023-06-03 06:03:05,Restaurant
6695,C5775,88.16,2023-06-03 06:04:08,Restaurant
6856,C8602,60.96,2023-06-03 06:04:27,Restaurant
10781,C7950,28.5,2023-06-03 06:04:58,Grocery
1748,C1043,37.91,2023-06-03 06:11:18,Electronics
3312,C1194,68.64,2023-06-03 06:11:52,Retail
9180,C8762,21.76,2023-06-03 06:14:41,Restaurant
5535,C9041,35.88,2023-06-03 06:19:03,Entertainment
3004,C9092,0.49,2023-06-03 06:19:59,Retail
9486,C1721,74.27,2023-06-03 06:20:25,Electronics
5463,C3867,89.48,2023-06-03 06:20:48,Grocery
6884,C5375,32.95,2023-06-03 06:21:03,Restaurant
9441,C3903,70.6,2023-06-03 06:21:33,Electronics
1068,C3677,47.68,2023-06-03 06:25:06,Entertainment
2464,C4271,89.07,2023-06-03 06:25:09,Restaurant
3722,C5090,71.04,2023-06-03 06:25:19,Retail
2454,C4178,30.69,2023-06-03 06:25:26,Retail
9803,C8785,1000.0,2023-06-03 06:25:46,Restaurant
5068,C2200,78.77,2023-06-03 06:25:46,Entertainment
6064,C9269,68.53,2023-06-03 06:26:38,Restaurant
1109,C8668,75.66,2023-06-03 06:29:36,Grocery
3857,C9185,47.28,2023-06-03 06:30:17,Entertainment
7773,C1589,113.56,2023-06-03 06:30:23,Entertainment
6984,C7298,21.86,2023-06-03 06:30:46,Entertainment
5880,C8168,76.99,2023-06-03 06:34:39,Grocery
8024,C6451,36.85,2023-06-03 06:35:29,Entertainment
6704,C6640,81.9,2023-06-03 06:37:05,Restaurant
5760,C5404,84.89,2023-06-03 06:37:31,Grocery
6534,C3524,64.22,2023-06-03 06:37:33,Entertainment
7853,C4305,73.44,2023-06-03 06:40:38,Entertainment
3950,C1721,54.46,2023-06-03 06:42:51,Grocery
5701,C5463,12.07,2023-06-03 06:43:41,Grocery
9839,C9858,44.21,2023-06-03 06:45:09,Entertainment
8610,C9737,39.74,2023-06-03 06:45:52,Electronics
1221,C2604,89.74,2023-06-03 06:47:05,Grocery
2484,C6727,91.95,2023-06-03 06:47:09,Restaurant
6000,C1003,68.14,2023-06-03 06:49:51,Retail
10880,C8548,40.52,2023-06-03 06:50:09,Retail
4925,C9747,115.27,2023-06-03 06:50:43,Entertainment
4566,C4641,46.78,2023-06-03 06:52:02,Electronics
3424,C4070,45.74,2023-06-03 06:55:58,Entertainment
4355,C1999,57.06,2023-06-03 06:56:50,Electronics
6778,C3327,68.58,2023-06-03 06:56:58,Grocery
3176,C6253,74.12,2023-06-03 06:57:02,Grocery
7089,C3584,47.46,2023-06-03 06:58:33,Electronics
2195,C1842,2.27,2023-06-03 06:59:46,Retail
3714,C9428,100.81,2023-06-03 07:00:12,Retail
1375,C4164,65.19,2023-06-03 07:01:59,Retail
5635,C2284,48.22,2023-06-03 07:02:09,Grocery
1246,C4566,76.19,2023-06-03 07:02:30,Restaurant
1105,C7916,66.23,2023-06-03 07:04:13,Entertainment
1869,C3236,57.58,2023-06-03 07:04:39,Retail
2136,C9543,58.51,2023-06-03 07:05:26,Electronics
10534,C7039,76.12,2023-06-03 07:05:51,Entertainment
2906,C9221,94.81,2023-06-03 07:09:01,Retail
2447,C5668,1.19,2023-06-03 07:09:18,Grocery
3407,C5390,39.01,2023-06-03 07:09:43,Restaurant
7566,C8944,30.51,2023-06-03 07:11:02,Retail
4561,C3096,111.11,2023-06-03 07:12:35,Grocery
5118,C9970,37.62,2023-06-03 07:13:59,Grocery
8838,C6757,62.37,2023-06-03 07:14:14,Restaurant
9388,C1715,6550.48,2023-06-03 07:15:03,Grocery
10761,C5453,108.71,2023-06-03 07:15:21,Retail
6768,C7731,70.54,2023-06-03 07:15:25,Retail
7204,C3568,83.96,2023-06-03 07:15:37,Grocery
2941,C7220,28.28,2023-06-03 07:17:23,Electronics
8105,C7853,37.26,2023-06-03 07:17:39,Electronics
1968,C3588,0.45,2023-06-03 07:19:13,Electronics
8065,C3980,24.83,2023-06-03 07:19:28,Retail
9929,C3608,50.44,2023-06-03 07:19:49,Electronics
5550,C7450,32.81,2023-06-03 07:21:43,Grocery
5515,C4965,89.18,2023-06-03 07:22:35,Retail
5960,C2591,6676.09,2023-06-03 07:23:26,Retail
9259,C9399,26.26,2023-06-03 07:23:43,Retail
2883,C6040,111.94,2023-06-03 07:25:30,Restaurant
5357,C2373,83.94,2023-06-03 07:25:57,Entertainment
4104,C6432,30.56,2023-06-03 07:26:45,Entertainment
3651,C3236,27.89,2023-06-03 07:27:39,Entertainment
6754,C8444,70.9,2023-06-03 07:27:48,Grocery
7049,C1235,105.51,2023-06-03 07:28:00,Retail
5893,C9702,137.94,2023-06-03 07:29:11,Entertainment
1482,C7991,21.43,2023-06-03 07:29:20,Restaurant
5160,C8017,48.66,2023-06-03 07:31:32,Electronics
3055,C7021,25.04,2023-06-03 07:31:56,Entertainment
5932,C2617,70.71,2023-06-03 07:32:55,Entertainment
10784,C2776,76.26,2023-06-03 07:32:59,Retail
1207,C2790,27.39,2023-06-03 07:33:32,Entertainment
10413,C5521,73.95,2023-06-03 07:33:53,Grocery
2869,C7438,80.12,2023-06-03 07:36:12,Grocery
3629,C3316,75.84,2023-06-03 07:36:48,Entertainment
1264,C7615,24.79,2023-06-03 07:37:32,Entertainment
2788,C5382,76.72,2023-06-03 07:38:30,Electronics
6185,C6681,42.77,2023-06-03 07:38:42,Grocery
7261,C2158,39.1,2023-06-03 07:39:45,Restaurant
3058,C3188,10.0,2023-06-03 07:39:51,Entertainment
6141,C3315,66.21,2023-06-03 07:40:59,Retail
1571,C4673,77.58,2023-06-03 07:42:27,Restaurant
6075,C1807,98.88,2023-06-03 07:44:48,Retail
4027,C3187,57.92,2023-06-03 07:45:07,Retail
3271,C6404,46.2,2023-06-03 07:48:42,Entertainment
10223,C2855,5526.81,2023-06-03 07:49:52,Entertainment
10798,C6064,58.85,2023-06-03 07:49:59,Retail
2627,C1693,75.64,2023-06-03 07:50:24,Restaurant
5260,C9222,37.05,2023-06-03 07:51:39,Restaurant
4340,C1731,99.79,2023-06-03 07:51:41,Entertainment
1247,C1958,38.54,2023-06-03 07:51:43,Restaurant
1481,C9270,25.71,2023-06-03 07:51:49,Grocery
7098,C7819,71.79,2023-06-03 07:51:58,Grocery
8936,C6292,89.78,2023-06-03 07:51:58,Retail
2843,C2946,61.4,2023-06-03 07:52:16,Entertainment
5335,C2526,85.88,2023-06-03 07:53:35,Grocery
4731,C8606,99.75,2023-06-03 07:53:40,Entertainment
6319,C9202,57.07,2023-06-03 07:54:00,Grocery
4692,C7862,95.05,2023-06-03 07:54:35,Entertainment
4562,C5237,60.49,2023-06-03 07:56:08,Restaurant
4189,C4811,44.54,2023-06-03 07:56:19,Grocery
2025,C2233,124.0,2023-06-03 07:59:16,Retail
2714,C2215,98.31,2023-06-03 08:01:44,Entertainment
8295,C5762,7540.52,2023-06-03 08:03:57,Electronics
9020,C8439,61.02,2023-06-03 08:04:01,Entertainment
5795,C9165,89.64,2023-06-03 08:05:10,Entertainment
7701,C9563,54.05,2023-06-03 08:06:52,Restaurant
10844,C9459,66.98,2023-06-03 08:07:12,Entertainment
1175,C1117,51.37,2023-06-03 08:07:59,Electronics
7795,C7189,67.0,2023-06-03 08:08:35,Grocery
6483,C3545,108.82,2023-06-03 08:09:41,Restaurant
7733,C9017,33.11,2023-06-03 08:10:18,Retail
10572,C5068,65.61,2023-06-03 08:11:02,Restaurant
3690,C8368,35.31,2023-06-03 08:11:59,Grocery
1479,C6198,65.79,2023-06-03 08:12:53,Grocery
5944,C9051,3528.16,2023-06-03 08:13:29,Grocery
6785,C2449,83.78,2023-06-03 08:13:42,Entertainment
10331,C2353,89.68,2023-06-03 08:13:56,Electronics
4196,C4300,52.29,2023-06-03 08:16:58,Grocery
6056,C3450,68.38,2023-06-03 08:17:13,Grocery
10375,C1846,64.67,2023-06-03 08:17:56,Retail
6987,C9770,68.31,2023-06-03 08:19:29,Restaurant
9107,C1719,97.78,2023-06-03 08:20:29,Entertainment
9656,C7628,40.1,2023-06-03 08:21:54,Retail
7409,C1070,84.86,2023-06-03 08:23:14,Electronics
6688,C4565,40.19,2023-06-03 08:24:46,Electronics
9223,C5351,36.11,2023-06-03 08:26:45,Entertainment
1614,C8102,0.94,2023-06-03 08:29:12,Electronics
1866,C7284,90.72,2023-06-03 08:29:38,Entertainment
1085,C7482,150.0,2023-06-03 08:30:12,Restaurant
4499,C8767,60.86,2023-06-03 08:31:17,Electronics
1526,C5892,73.5,2023-06-03 08:31:28,Restaurant
1705,C2680,46.12,2023-06-03 08:32:58,Grocery
2872,C9311,62.65,2023-06-03 08:38:27,Grocery
10366,C6020,49.33,2023-06-03 08:39:08,Retail
2130,C9408,83.81,2023-06-03 08:39:20,Electronics
