timestamp,energy_kwh,temperature,humidity,is_weekend,is_holiday,hour_of_day,occupancy_percent
2020-09-17 15:00:00,20.5,72.0,34.0,0,0,15,31.0
2020-09-17 16:00:00,-8.0,69.7,41.8,0,0,16,59.5
2020-09-17 17:00:00,-5.4,72.9,47.4,0,0,17,56.9
2020-09-17 18:00:00,20.6,64.3,45.7,0,0,18,30.9
2020-09-17 19:00:00,-22.5,65.4,63.0,0,0,19,74.0
2020-09-17 20:00:00,24.4,65.9,46.8,0,0,20,27.1
2020-09-17 21:00:00,16.5,63.8,53.4,0,0,21,35.0
2020-09-17 22:00:00,31.5,64.7,41.0,0,0,22,20.0
2020-09-17 23:00:00,27.4,72.7,53.7,0,0,23,24.1
2020-09-18 00:00:00,10.4,67.9,39.0,0,0,0,41.1
2020-09-18 01:00:00,-5.9,66.9,64.1,0,0,1,57.4
2020-09-18 02:00:00,12.6,64.3,61.0,0,0,2,38.9
2020-09-18 03:00:00,9.3,69.3,39.1,0,0,3,42.2
2020-09-18 04:00:00,-4.2,69.6,50.9,0,0,4,55.7
2020-09-18 05:00:00,21.8,66.5,60.1,0,0,5,29.7
2020-09-18 06:00:00,-21.9,68.3,45.9,0,0,6,73.4
2020-09-18 07:00:00,20.2,64.5,66.7,0,0,7,31.3
2020-09-18 08:00:00,21.0,67.4,49.4,0,0,8,30.5
2020-09-18 09:00:00,-20.4,65.2,35.6,0,0,9,71.9
2020-09-18 10:00:00,31.2,65.8,57.5,0,0,10,20.3
2020-09-18 11:00:00,15.3,65.0,50.7,0,0,11,36.2
2020-09-18 12:00:00,28.3,69.4,69.6,0,0,12,23.2
2020-09-18 13:00:00,-16.1,67.7,44.0,0,0,13,67.6
2020-09-18 14:00:00,20.6,71.7,61.3,0,0,14,30.9
2020-09-18 15:00:00,14.8,71.3,48.2,0,0,15,36.7
2020-09-18 16:00:00,22.5,70.9,55.2,0,0,16,29.0
2020-09-18 17:00:00,15.9,71.2,64.1,0,0,17,35.6
2020-09-18 18:00:00,19.7,72.2,53.8,0,0,18,31.8
2020-09-18 19:00:00,-5.7,68.0,48.3,0,0,19,57.2
2020-09-18 20:00:00,-17.4,70.8,58.6,0,0,20,68.9
2020-09-18 21:00:00,2.9,64.5,48.7,0,0,21,48.6
2020-09-18 22:00:00,-15.5,64.7,50.3,0,0,22,67.0
2020-09-18 23:00:00,31.3,71.3,56.9,0,0,23,20.2
2020-09-19 00:00:00,28.8,68.2,53.1,1,0,0,22.7
2020-09-19 01:00:00,41.5,71.2,62.7,1,0,1,10.0
2020-09-19 02:00:00,43.7,70.1,53.8,1,0,2,7.8
2020-09-19 03:00:00,29.2,66.6,48.7,1,0,3,22.3
2020-09-19 04:00:00,38.9,71.4,46.1,1,0,4,12.6
2020-09-19 05:00:00,29.3,64.2,31.2,1,0,5,22.2
2020-09-19 06:00:00,41.9,69.9,37.6,1,0,6,9.6
2020-09-19 07:00:00,39.0,71.4,45.7,1,0,7,12.5
2020-09-19 08:00:00,34.5,68.1,45.7,1,0,8,17.0
2020-09-19 09:00:00,44.2,67.5,54.6,1,0,9,7.3
2020-09-19 10:00:00,33.5,66.2,35.2,1,0,10,18.0
2020-09-19 11:00:00,36.5,70.5,40.1,1,0,11,15.0
2020-09-19 12:00:00,38.6,65.0,47.7,1,0,12,12.9
2020-09-19 13:00:00,43.3,72.5,63.0,1,0,13,8.2
2020-09-19 14:00:00,37.0,72.8,45.1,1,0,14,14.5
2020-09-19 15:00:00,34.8,63.6,51.8,1,0,15,16.7
2020-09-19 16:00:00,36.5,68.9,42.1,1,0,16,15.0
2020-09-19 17:00:00,43.2,64.3,49.8,1,0,17,8.3
2020-09-19 18:00:00,43.9,67.6,66.9,1,0,18,7.6
2020-09-19 19:00:00,29.0,64.3,68.5,1,0,19,22.5
2020-09-19 20:00:00,44.5,71.2,67.0,1,0,20,7.0
2020-09-19 21:00:00,35.3,63.0,64.9,1,0,21,16.2
2020-09-19 22:00:00,31.3,63.4,68.6,1,0,22,20.2
2020-09-19 23:00:00,27.2,63.6,35.0,1,0,23,24.3
2020-09-20 00:00:00,37.0,70.0,61.0,1,0,0,14.5
2020-09-20 01:00:00,31.1,64.2,59.7,1,0,1,20.4
2020-09-20 02:00:00,32.1,67.9,59.2,1,0,2,19.4
2020-09-20 03:00:00,41.1,65.7,54.7,1,0,3,10.4
2020-09-20 04:00:00,38.5,66.6,36.0,1,0,4,13.0
2020-09-20 05:00:00,33.7,72.4,30.1,1,0,5,17.8
2020-09-20 06:00:00,30.9,64.7,64.1,1,0,6,20.6
2020-09-20 07:00:00,26.9,65.4,32.3,1,0,7,24.6
2020-09-20 08:00:00,28.2,69.3,61.9,1,0,8,23.3
2020-09-20 09:00:00,41.1,68.8,34.0,1,0,9,10.4
2020-09-20 10:00:00,32.6,64.0,40.0,1,0,10,18.9
2020-09-20 11:00:00,41.6,71.5,68.2,1,0,11,9.9
2020-09-20 12:00:00,43.6,70.8,54.3,1,0,12,7.9
2020-09-20 13:00:00,31.9,69.6,64.3,1,0,13,19.6
2020-09-20 14:00:00,36.7,69.7,44.4,1,0,14,14.8
2020-09-20 15:00:00,26.7,71.4,62.1,1,0,15,24.8
2020-09-20 16:00:00,34.8,66.4,36.6,1,0,16,16.7
2020-09-20 17:00:00,29.8,64.2,66.2,1,0,17,21.7
2020-09-20 18:00:00,33.5,68.4,31.8,1,0,18,18.0
2020-09-20 19:00:00,39.2,64.4,45.7,1,0,19,12.3
2020-09-20 20:00:00,26.9,69.0,64.4,1,0,20,24.6
2020-09-20 21:00:00,34.7,72.0,55.6,1,0,21,16.8
2020-09-20 22:00:00,31.5,66.3,32.9,1,0,22,20.0
2020-09-20 23:00:00,39.0,72.4,44.9,1,0,23,12.5
2020-09-21 00:00:00,19.4,64.7,43.3,0,0,0,32.1
2020-09-21 01:00:00,27.6,73.0,46.4,0,0,1,23.9
2020-09-21 02:00:00,30.3,66.4,45.9,0,0,2,21.2
2020-09-21 03:00:00,-13.9,68.1,59.9,0,0,3,65.4
2020-09-21 04:00:00,-3.6,69.2,38.6,0,0,4,55.1
2020-09-21 05:00:00,-6.0,67.1,43.2,0,0,5,57.5
2020-09-21 06:00:00,-3.6,71.7,65.4,0,0,6,55.1
2020-09-21 07:00:00,-12.8,64.8,64.5,0,0,7,64.3
2020-09-21 08:00:00,24.1,69.4,30.2,0,0,8,27.4
2020-09-21 09:00:00,27.4,71.1,42.8,0,0,9,24.1
2020-09-21 10:00:00,-6.0,66.2,57.1,0,0,10,57.5
2020-09-21 11:00:00,-4.3,70.9,34.0,0,0,11,55.8
2020-09-21 12:00:00,18.3,71.9,49.3,0,0,12,33.2
2020-09-21 13:00:00,-0.5,64.1,49.7,0,0,13,52.0
2020-09-21 14:00:00,-6.9,70.5,45.7,0,0,14,58.4
2020-09-21 15:00:00,13.6,64.9,50.4,0,0,15,37.9
2020-09-21 16:00:00,-18.9,67.4,31.2,0,0,16,70.4
2020-09-21 17:00:00,5.3,64.1,42.2,0,0,17,46.2
2020-09-21 18:00:00,16.8,67.5,60.6,0,0,18,34.7
2020-09-21 19:00:00,-19.5,65.8,43.6,0,0,19,71.0
2020-09-21 20:00:00,16.2,71.1,53.5,0,0,20,35.3
2020-09-21 21:00:00,10.7,70.9,41.5,0,0,21,40.8
2020-09-21 22:00:00,-19.2,72.6,42.7,0,0,22,70.7
2020-09-21 23:00:00,-8.2,63.8,69.2,0,0,23,59.7
2020-09-22 00:00:00,26.8,71.1,63.9,0,0,0,24.7
2020-09-22 01:00:00,-11.1,64.0,39.4,0,0,1,62.6
2020-09-22 02:00:00,0.5,69.3,37.3,0,0,2,51.0
2020-09-22 03:00:00,29.5,66.9,42.7,0,0,3,22.0
2020-09-22 04:00:00,-21.0,63.5,69.9,0,0,4,72.5
2020-09-22 05:00:00,17.3,72.6,38.5,0,0,5,34.2
2020-09-22 06:00:00,-20.2,63.3,58.7,0,0,6,71.7
2020-09-22 07:00:00,11.7,68.3,51.2,0,0,7,39.8
2020-09-22 08:00:00,13.0,65.5,62.3,0,0,8,38.5
2020-09-22 09:00:00,-16.4,66.2,57.8,0,0,9,67.9
2020-09-22 10:00:00,7.9,64.0,38.2,0,0,10,43.6
2020-09-22 11:00:00,-13.4,71.4,65.6,0,0,11,64.9
2020-09-22 12:00:00,4.1,71.0,39.6,0,0,12,47.4
2020-09-22 13:00:00,-15.8,64.1,64.2,0,0,13,67.3
2020-09-22 14:00:00,18.1,64.7,32.4,0,0,14,33.4
2020-09-22 15:00:00,30.0,64.1,52.8,0,0,15,21.5
2020-09-22 16:00:00,12.5,67.7,42.8,0,0,16,39.0
2020-09-22 17:00:00,25.9,63.2,42.9,0,0,17,25.6
2020-09-22 18:00:00,14.5,69.6,58.6,0,0,18,37.0
2020-09-22 19:00:00,-17.2,70.2,42.0,0,0,19,68.7
2020-09-22 20:00:00,8.3,71.1,61.5,0,0,20,43.2
2020-09-22 21:00:00,27.4,72.3,34.5,0,0,21,24.1
2020-09-22 22:00:00,-17.2,71.2,69.1,0,0,22,68.7
2020-09-22 23:00:00,-22.4,66.2,36.0,0,0,23,73.9
2020-09-23 00:00:00,-2.5,64.5,37.4,0,0,0,54.0
2020-09-23 01:00:00,-21.0,73.0,62.2,0,0,1,72.5
2020-09-23 02:00:00,18.0,63.2,30.1,0,0,2,33.5
2020-09-23 03:00:00,18.4,71.0,50.0,0,0,3,33.1
2020-09-23 04:00:00,0.5,63.6,68.3,0,0,4,51.0
2020-09-23 05:00:00,9.4,71.2,36.3,0,0,5,42.1
2020-09-23 06:00:00,-2.5,68.2,51.5,0,0,6,54.0
2020-09-23 07:00:00,-1.5,67.3,53.7,0,0,7,53.0
2020-09-23 08:00:00,-0.6,67.1,49.2,0,0,8,52.1
2020-09-23 09:00:00,7.7,71.7,36.8,0,0,9,43.8
2020-09-23 10:00:00,12.4,70.8,43.2,0,0,10,39.1
2020-09-23 11:00:00,-8.8,69.7,62.0,0,0,11,60.3
2020-09-23 12:00:00,11.0,66.2,64.1,0,0,12,40.5
2020-09-23 13:00:00,-19.2,72.3,48.0,0,0,13,70.7
2020-09-23 14:00:00,25.8,63.0,64.9,0,0,14,25.7
2020-09-23 15:00:00,-10.2,72.7,30.9,0,0,15,61.7
2020-09-23 16:00:00,-9.1,72.1,57.6,0,0,16,60.6
2020-09-23 17:00:00,16.7,65.0,35.3,0,0,17,34.8
2020-09-23 18:00:00,-2.2,64.0,43.4,0,0,18,53.7
2020-09-23 19:00:00,19.4,71.2,31.5,0,0,19,32.1
2020-09-23 20:00:00,27.6,65.7,54.2,0,0,20,23.9
2020-09-23 21:00:00,-2.9,66.2,62.5,0,0,21,54.4
2020-09-23 22:00:00,5.0,71.7,57.2,0,0,22,46.5
2020-09-23 23:00:00,21.5,72.0,31.9,0,0,23,30.0
2020-09-24 00:00:00,-14.1,67.9,48.7,0,0,0,65.6
2020-09-24 01:00:00,-0.6,64.2,60.6,0,0,1,52.1
2020-09-24 02:00:00,-3.8,67.9,47.5,0,0,2,55.3
2020-09-24 03:00:00,27.0,64.8,43.0,0,0,3,24.5
2020-09-24 04:00:00,4.7,71.8,36.8,0,0,4,46.8
2020-09-24 05:00:00,6.7,70.6,66.7,0,0,5,44.8
2020-09-24 06:00:00,-20.7,67.1,49.2,0,0,6,72.2
2020-09-24 07:00:00,-23.4,68.6,66.6,0,0,7,74.9
2020-09-24 08:00:00,-1.3,69.5,36.5,0,0,8,52.8
2020-09-24 09:00:00,27.4,65.4,53.8,0,0,9,24.1
2020-09-24 10:00:00,17.2,66.1,70.0,0,0,10,34.3
2020-09-24 11:00:00,-10.9,63.8,54.8,0,0,11,62.4
2020-09-24 12:00:00,5.0,64.2,42.3,0,0,12,46.5
2020-09-24 13:00:00,14.4,67.3,64.8,0,0,13,37.1
2020-09-24 14:00:00,10.5,72.2,33.6,0,0,14,41.0
2020-09-24 15:00:00,3.1,66.3,30.3,0,0,15,48.4
2020-09-24 16:00:00,-10.8,66.4,63.6,0,0,16,62.3
2020-09-24 17:00:00,-12.7,66.2,61.4,0,0,17,64.2
2020-09-24 18:00:00,24.3,72.6,34.4,0,0,18,27.2
2020-09-24 19:00:00,1.4,67.1,59.8,0,0,19,50.1
2020-09-24 20:00:00,5.6,64.7,40.7,0,0,20,45.9
2020-09-24 21:00:00,8.5,69.6,57.2,0,0,21,43.0
2020-09-24 22:00:00,8.8,64.0,64.5,0,0,22,42.7
2020-09-24 23:00:00,8.5,65.9,40.2,0,0,23,43.0
2020-09-25 00:00:00,11.3,66.4,68.2,0,0,0,40.2
2020-09-25 01:00:00,-5.7,72.6,47.7,0,0,1,57.2
2020-09-25 02:00:00,5.4,63.4,67.1,0,0,2,46.1
2020-09-25 03:00:00,19.1,72.3,65.2,0,0,3,32.4
2020-09-25 04:00:00,-15.3,71.5,58.9,0,0,4,66.8
2020-09-25 05:00:00,-15.1,67.6,56.1,0,0,5,66.6
2020-09-25 06:00:00,11.3,67.4,65.7,0,0,6,40.2
2020-09-25 07:00:00,-18.7,69.7,69.4,0,0,7,70.2
2020-09-25 08:00:00,13.3,66.4,39.9,0,0,8,38.2
2020-09-25 09:00:00,2.8,72.0,63.0,0,0,9,48.7
2020-09-25 10:00:00,13.7,63.3,69.8,0,0,10,37.8
2020-09-25 11:00:00,-7.2,68.8,68.1,0,0,11,58.7
2020-09-25 12:00:00,-2.1,63.7,54.3,0,0,12,53.6
2020-09-25 13:00:00,25.5,67.2,65.7,0,0,13,26.0
2020-09-25 14:00:00,20.9,66.8,55.2,0,0,14,30.6
2020-09-25 15:00:00,10.1,71.9,31.8,0,0,15,41.4
2020-09-25 16:00:00,26.9,63.1,61.3,0,0,16,24.6
2020-09-25 17:00:00,-14.6,68.7,47.2,0,0,17,66.1
2020-09-25 18:00:00,-2.6,69.9,34.6,0,0,18,54.1
2020-09-25 19:00:00,-13.1,70.6,39.2,0,0,19,64.6
2020-09-25 20:00:00,-10.9,64.4,35.3,0,0,20,62.4
2020-09-25 21:00:00,-5.8,66.7,46.9,0,0,21,57.3
2020-09-25 22:00:00,-21.9,63.6,40.5,0,0,22,73.4
2020-09-25 23:00:00,-17.3,72.3,62.7,0,0,23,68.8
2020-09-26 00:00:00,26.8,65.3,44.4,1,0,0,24.7
2020-09-26 01:00:00,45.9,68.2,61.9,1,0,1,5.6
2020-09-26 02:00:00,41.4,65.5,35.7,1,0,2,10.1
2020-09-26 03:00:00,29.8,63.4,59.4,1,0,3,21.7
2020-09-26 04:00:00,32.2,70.3,39.8,1,0,4,19.3
2020-09-26 05:00:00,31.0,65.8,57.2,1,0,5,20.5
2020-09-26 06:00:00,32.2,71.2,60.5,1,0,6,19.3
2020-09-26 07:00:00,29.6,66.5,31.7,1,0,7,21.9
2020-09-26 08:00:00,34.4,63.8,30.1,1,0,8,17.1
2020-09-26 09:00:00,46.3,71.2,57.3,1,0,9,5.2
2020-09-26 10:00:00,39.1,71.2,36.3,1,0,10,12.4
2020-09-26 11:00:00,30.2,68.4,62.7,1,0,11,21.3
2020-09-26 12:00:00,39.3,64.1,55.7,1,0,12,12.2
2020-09-26 13:00:00,40.1,66.5,66.4,1,0,13,11.4
2020-09-26 14:00:00,40.8,72.6,58.5,1,0,14,10.7
2020-09-26 15:00:00,35.4,63.4,55.2,1,0,15,16.1
2020-09-26 16:00:00,41.1,65.4,39.2,1,0,16,10.4
2020-09-26 17:00:00,46.3,64.0,67.4,1,0,17,5.2
2020-09-26 18:00:00,43.2,71.9,35.8,1,0,18,8.3
2020-09-26 19:00:00,34.5,68.5,35.5,1,0,19,17.0
2020-09-26 20:00:00,40.0,64.7,46.9,1,0,20,11.5
2020-09-26 21:00:00,29.3,71.5,53.9,1,0,21,22.2
2020-09-26 22:00:00,44.6,66.8,69.4,1,0,22,6.9
2020-09-26 23:00:00,35.8,71.1,61.7,1,0,23,15.7
2020-09-27 00:00:00,30.2,72.9,44.2,1,0,0,21.3
2020-09-27 01:00:00,44.8,64.7,39.2,1,0,1,6.7
2020-09-27 02:00:00,43.2,66.8,34.2,1,0,2,8.3
2020-09-27 03:00:00,36.6,72.5,38.5,1,0,3,14.9
2020-09-27 04:00:00,30.7,70.3,45.2,1,0,4,20.8
2020-09-27 05:00:00,31.6,63.3,68.1,1,0,5,19.9
2020-09-27 06:00:00,42.8,64.1,49.8,1,0,6,8.7
2020-09-27 07:00:00,29.6,64.8,49.6,1,0,7,21.9
2020-09-27 08:00:00,33.7,63.0,55.2,1,0,8,17.8
2020-09-27 09:00:00,28.9,65.3,62.5,1,0,9,22.6
2020-09-27 10:00:00,26.8,67.6,36.8,1,0,10,24.7
2020-09-27 11:00:00,45.8,72.5,61.4,1,0,11,5.7
2020-09-27 12:00:00,28.4,67.8,68.9,1,0,12,23.1
2020-09-27 13:00:00,40.5,65.4,62.6,1,0,13,11.0
2020-09-27 14:00:00,32.6,69.9,43.6,1,0,14,18.9
2020-09-27 15:00:00,33.3,66.0,47.8,1,0,15,18.2
2020-09-27 16:00:00,27.2,63.7,44.7,1,0,16,24.3
2020-09-27 17:00:00,28.1,65.9,44.7,1,0,17,23.4
2020-09-27 18:00:00,36.1,66.3,39.3,1,0,18,15.4
2020-09-27 19:00:00,36.4,69.6,45.4,1,0,19,15.1
2020-09-27 20:00:00,34.1,69.9,60.2,1,0,20,17.4
2020-09-27 21:00:00,45.1,67.1,66.0,1,0,21,6.4
2020-09-27 22:00:00,39.5,69.6,64.9,1,0,22,12.0
2020-09-27 23:00:00,33.8,68.0,49.4,1,0,23,17.7
2020-09-28 00:00:00,12.2,64.0,69.4,0,0,0,39.3
2020-09-28 01:00:00,-14.8,69.4,34.4,0,0,1,66.3
2020-09-28 02:00:00,24.0,64.2,59.7,0,0,2,27.5
2020-09-28 03:00:00,-17.1,72.2,61.4,0,0,3,68.6
2020-09-28 04:00:00,-20.8,64.0,61.4,0,0,4,72.3
2020-09-28 05:00:00,18.0,70.6,66.0,0,0,5,33.5
2020-09-28 06:00:00,20.8,68.5,34.7,0,0,6,30.7
2020-09-28 07:00:00,28.5,64.8,47.0,0,0,7,23.0
2020-09-28 08:00:00,7.0,70.0,54.2,0,0,8,44.5
2020-09-28 09:00:00,23.5,71.8,66.0,0,0,9,28.0
2020-09-28 10:00:00,3.3,70.9,65.9,0,0,10,48.2
2020-09-28 11:00:00,-1.0,67.1,37.8,0,0,11,52.5
2020-09-28 12:00:00,-13.4,69.4,60.6,0,0,12,64.9
2020-09-28 13:00:00,1.9,70.9,38.8,0,0,13,49.6
2020-09-28 14:00:00,2.5,67.2,54.5,0,0,14,49.0
2020-09-28 15:00:00,25.9,72.7,43.6,0,0,15,25.6
2020-09-28 16:00:00,-1.6,70.9,52.4,0,0,16,53.1
2020-09-28 17:00:00,16.7,71.5,36.5,0,0,17,34.8
2020-09-28 18:00:00,30.8,71.0,65.1,0,0,18,20.7
2020-09-28 19:00:00,2.8,64.0,68.9,0,0,19,48.7
2020-09-28 20:00:00,3.6,69.2,56.6,0,0,20,47.9
2020-09-28 21:00:00,-21.3,69.8,41.8,0,0,21,72.8
2020-09-28 22:00:00,21.1,67.7,41.2,0,0,22,30.4
2020-09-28 23:00:00,-11.2,71.1,38.2,0,0,23,62.7
2020-09-29 00:00:00,12.0,66.0,55.5,0,0,0,39.5
2020-09-29 01:00:00,28.9,70.8,63.7,0,0,1,22.6
2020-09-29 02:00:00,17.8,66.6,66.5,0,0,2,33.7
2020-09-29 03:00:00,-20.8,66.2,42.1,0,0,3,72.3
2020-09-29 04:00:00,7.9,66.8,34.9,0,0,4,43.6
2020-09-29 05:00:00,19.7,71.2,50.4,0,0,5,31.8
2020-09-29 06:00:00,27.3,67.8,64.9,0,0,6,24.2
2020-09-29 07:00:00,-22.3,66.6,30.4,0,0,7,73.8
2020-09-29 08:00:00,17.8,63.9,57.6,0,0,8,33.7
2020-09-29 09:00:00,16.1,72.2,69.5,0,0,9,35.4
2020-09-29 10:00:00,22.3,66.0,65.4,0,0,10,29.2
2020-09-29 11:00:00,-15.6,63.8,33.0,0,0,11,67.1
2020-09-29 12:00:00,-19.0,66.0,52.3,0,0,12,70.5
2020-09-29 13:00:00,-19.0,68.1,42.8,0,0,13,70.5
2020-09-29 14:00:00,-20.7,66.6,47.4,0,0,14,72.2
2020-09-29 15:00:00,16.5,67.9,39.9,0,0,15,35.0
2020-09-29 16:00:00,8.7,64.3,65.5,0,0,16,42.8
2020-09-29 17:00:00,14.0,64.0,58.3,0,0,17,37.5
2020-09-29 18:00:00,24.1,71.4,32.4,0,0,18,27.4
2020-09-29 19:00:00,5.9,64.1,37.0,0,0,19,45.6
2020-09-29 20:00:00,10.9,64.3,64.2,0,0,20,40.6
2020-09-29 21:00:00,-22.6,71.9,61.9,0,0,21,74.1
2020-09-29 22:00:00,20.1,63.5,32.4,0,0,22,31.4
2020-09-29 23:00:00,2.7,66.2,35.0,0,0,23,48.8
2020-09-30 00:00:00,2.9,63.9,44.9,0,0,0,48.6
2020-09-30 01:00:00,-19.6,67.5,60.4,0,0,1,71.1
2020-09-30 02:00:00,-14.6,64.8,56.8,0,0,2,66.1
2020-09-30 03:00:00,-10.8,63.4,66.3,0,0,3,62.3
2020-09-30 04:00:00,13.1,71.8,31.6,0,0,4,38.4
2020-09-30 05:00:00,4.8,72.7,69.2,0,0,5,46.7
2020-09-30 06:00:00,-1.7,69.1,39.2,0,0,6,53.2
2020-09-30 07:00:00,-5.5,64.5,45.5,0,0,7,57.0
2020-09-30 08:00:00,-8.5,70.0,49.7,0,0,8,60.0
2020-09-30 09:00:00,-10.7,63.7,45.8,0,0,9,62.2
2020-09-30 10:00:00,24.2,68.4,48.7,0,0,10,27.3
2020-09-30 11:00:00,9.4,65.1,51.9,0,0,11,42.1
2020-09-30 12:00:00,-18.4,68.1,58.8,0,0,12,69.9
2020-09-30 13:00:00,28.7,70.2,65.2,0,0,13,22.8
2020-09-30 14:00:00,-22.8,69.1,48.4,0,0,14,74.3
2020-09-30 15:00:00,-6.1,67.7,41.4,0,0,15,57.6
2020-09-30 16:00:00,22.6,64.9,30.9,0,0,16,28.9
2020-09-30 17:00:00,10.9,64.4,67.6,0,0,17,40.6
2020-09-30 18:00:00,-23.2,67.1,61.9,0,0,18,74.7
2020-09-30 19:00:00,29.3,65.4,57.3,0,0,19,22.2
2020-09-30 20:00:00,3.8,63.9,66.7,0,0,20,47.7
2020-09-30 21:00:00,2.0,64.7,31.6,0,0,21,49.5
2020-09-30 22:00:00,-15.7,72.6,56.5,0,0,22,67.2
2020-09-30 23:00:00,-19.1,72.7,43.8,0,0,23,70.6
2020-10-01 00:00:00,4.1,56.7,49.7,0,0,0,49.9
2020-10-01 01:00:00,32.1,59.4,60.0,0,0,1,21.9
2020-10-01 02:00:00,-8.0,52.6,42.8,0,0,2,62.0
2020-10-01 03:00:00,0.8,53.4,68.4,0,0,3,53.2
2020-10-01 04:00:00,30.8,59.4,40.8,0,0,4,23.2
2020-10-01 05:00:00,-12.7,58.7,50.7,0,0,5,66.7
2020-10-01 06:00:00,13.8,53.5,55.9,0,0,6,40.2
2020-10-01 07:00:00,6.5,58.7,50.9,0,0,7,47.5
2020-10-01 08:00:00,-14.0,56.0,50.6,0,0,8,68.0
2020-10-01 09:00:00,-9.7,59.0,40.5,0,0,9,63.7
2020-10-01 10:00:00,20.9,56.8,61.4,0,0,10,33.1
2020-10-01 11:00:00,27.1,54.5,57.6,0,0,11,26.9
2020-10-01 12:00:00,-18.3,54.2,68.3,0,0,12,72.3
2020-10-01 13:00:00,20.6,57.0,43.0,0,0,13,33.4
2020-10-01 14:00:00,-16.9,59.2,44.6,0,0,14,70.9
2020-10-01 15:00:00,27.4,59.4,43.9,0,0,15,26.6
2020-10-01 16:00:00,-0.7,60.4,46.6,0,0,16,54.7
2020-10-01 17:00:00,-21.0,55.2,44.9,0,0,17,75.0
2020-10-01 18:00:00,16.9,55.0,43.3,0,0,18,37.1
2020-10-01 19:00:00,-14.5,60.9,52.5,0,0,19,68.5
2020-10-01 20:00:00,-12.9,52.4,68.5,0,0,20,66.9
2020-10-01 21:00:00,-5.0,58.3,32.0,0,0,21,59.0
2020-10-01 22:00:00,29.3,55.7,68.8,0,0,22,24.7
2020-10-01 23:00:00,-20.4,52.9,69.9,0,0,23,74.4
2020-10-02 00:00:00,-8.7,56.5,65.0,0,0,0,62.7
2020-10-02 01:00:00,10.0,57.8,36.1,0,0,1,44.0
2020-10-02 02:00:00,21.6,53.1,56.7,0,0,2,32.4
2020-10-02 03:00:00,32.8,55.2,63.4,0,0,3,21.2
2020-10-02 04:00:00,15.2,56.7,36.2,0,0,4,38.8
2020-10-02 05:00:00,-20.8,54.6,64.9,0,0,5,74.8
2020-10-02 06:00:00,14.4,59.3,39.0,0,0,6,39.6
2020-10-02 07:00:00,-4.9,52.3,66.0,0,0,7,58.9
2020-10-02 08:00:00,-16.5,58.5,65.5,0,0,8,70.5
2020-10-02 09:00:00,30.8,54.7,59.2,0,0,9,23.2
2020-10-02 10:00:00,18.8,59.2,55.8,0,0,10,35.2
2020-10-02 11:00:00,32.3,56.6,38.1,0,0,11,21.7
2020-10-02 12:00:00,-20.5,60.5,68.0,0,0,12,74.5
2020-10-02 13:00:00,-1.3,58.2,54.1,0,0,13,55.3
2020-10-02 14:00:00,-6.7,52.9,41.0,0,0,14,60.7
2020-10-02 15:00:00,8.2,60.1,44.9,0,0,15,45.8
2020-10-02 16:00:00,-12.3,57.9,68.2,0,0,16,66.3
2020-10-02 17:00:00,30.1,59.4,54.4,0,0,17,23.9
2020-10-02 18:00:00,26.4,54.0,44.5,0,0,18,27.6
2020-10-02 19:00:00,5.6,52.7,41.3,0,0,19,48.4
2020-10-02 20:00:00,33.6,59.8,43.5,0,0,20,20.4
2020-10-02 21:00:00,18.4,60.6,33.0,0,0,21,35.6
2020-10-02 22:00:00,-1.6,57.8,58.5,0,0,22,55.6
2020-10-02 23:00:00,-6.2,53.4,40.2,0,0,23,60.2
2020-10-03 00:00:00,42.5,52.3,35.4,1,0,0,11.5
2020-10-03 01:00:00,39.1,55.9,59.6,1,0,1,14.9
2020-10-03 02:00:00,43.4,60.4,62.4,1,0,2,10.6
2020-10-03 03:00:00,32.0,53.6,41.1,1,0,3,22.0
2020-10-03 04:00:00,37.8,54.8,65.6,1,0,4,16.2
2020-10-03 05:00:00,31.9,52.4,48.9,1,0,5,22.1
2020-10-03 06:00:00,33.1,58.0,57.5,1,0,6,20.9
2020-10-03 07:00:00,29.9,59.3,40.7,1,0,7,24.1
2020-10-03 08:00:00,47.8,54.9,69.6,1,0,8,6.2
2020-10-03 09:00:00,45.4,55.5,33.2,1,0,9,8.6
2020-10-03 10:00:00,30.5,57.0,54.5,1,0,10,23.5
2020-10-03 11:00:00,31.8,56.9,50.6,1,0,11,22.2
2020-10-03 12:00:00,35.0,56.0,50.6,1,0,12,19.0
2020-10-03 13:00:00,48.4,61.6,43.8,1,0,13,5.6
2020-10-03 14:00:00,37.2,54.3,49.5,1,0,14,16.8
2020-10-03 15:00:00,32.3,60.2,51.3,1,0,15,21.7
2020-10-03 16:00:00,46.9,55.5,64.5,1,0,16,7.1
2020-10-03 17:00:00,32.3,52.5,50.3,1,0,17,21.7
2020-10-03 18:00:00,40.8,61.9,31.8,1,0,18,13.2
2020-10-03 19:00:00,37.2,60.8,46.2,1,0,19,16.8
2020-10-03 20:00:00,40.4,60.9,35.5,1,0,20,13.6
2020-10-03 21:00:00,42.5,61.8,60.2,1,0,21,11.5
2020-10-03 22:00:00,35.4,54.0,48.6,1,0,22,18.6
2020-10-03 23:00:00,42.8,52.3,62.9,1,0,23,11.2
2020-10-04 00:00:00,47.3,52.7,32.3,1,0,0,6.7
2020-10-04 01:00:00,36.6,58.0,58.5,1,0,1,17.4
