customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
4666-UIGNL,Male,0,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,15.98,547.13,No
6266-HWZBT,Male,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),70.67,1934.76,Yes
0831-EBNHZ,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,117.78,4716.9,No
6767-LKRWG,Female,0,Yes,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,87.7,4608.79,No
9152-YGFXY,Female,0,Yes,No,41,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.06,2562.64,No
3488-YBTMJ,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,98.88,786.87,Yes
1874-NHWRN,Female,0,No,No,71,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),127.07,9091.79,No
0883-HHYWZ,Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.49,1965.28,Yes
0926-LVEEO,Female,0,No,Yes,65,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),70.55,4795.95,No
7573-AEKCP,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,121.48,1166.53,No
5466-NYOKD,Female,0,Yes,Yes,63,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,75.64,4555.07,No
9901-CKKSX,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.1,861.83,Yes
6868-KRDHD,Male,0,No,Yes,56,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.53,4322.91,No
6239-LKEGK,Female,1,No,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,132.09,6927.67,Yes
0064-LOPAV,Female,1,Yes,No,68,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,78.32,5242.31,No
4933-OZKXM,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),42.37,1446.95,No
3044-TWBVO,Male,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,94.8,1275.56,No
1320-GAGKG,Male,0,No,No,66,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.84,6724.92,Yes
8352-DONYT,Male,1,Yes,No,33,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,119.9,3940.22,Yes
2228-QXDPL,Female,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.43,1326.22,No
6311-YFYCL,Female,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,48.46,2223.85,No
8162-VKTOP,Male,0,No,No,18,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,86.07,1514.88,No
7078-CTPVC,Male,0,No,No,31,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,99.34,3218.94,No
4141-SNWHM,Male,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.7,1449.49,No
5322-BUCFT,Female,1,Yes,Yes,29,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.12,2394.87,No
5972-OHPYM,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,148.12,5913.93,No
1308-JVEGY,Female,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,78.35,2950.83,Yes
7578-IXBGV,Male,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,116.65,7333.7,Yes
4762-YNEVX,Female,0,No,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,132.03,9012.32,Yes
9417-WWDNK,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),125.8,1716.27,No
6928-EMXHF,Female,0,No,Yes,64,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),118.31,7344.16,No
0548-AMGZR,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),134.44,9572.67,No
4659-BIIEL,Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),151.12,8520.62,Yes
4557-EDQHE,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,113.34,8123.3,Yes
0062-RHEBR,Female,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,110.98,3877.36,No
1798-YTSPT,Male,0,No,No,64,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,136.65,8483.88,No
1365-EBFGX,Female,1,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,126.59,6871.91,No
9221-MBCRR,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.25,1254.4,No
2115-LABHM,Male,0,No,No,57,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,66.65,3867.57,No
7075-QKVHU,Male,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),118.66,5560.97,Yes
8425-EQOTN,Male,0,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,17.05,359.46,No
0713-PYEWI,Male,0,No,No,20,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,77.2,1525.33,No
2505-JHRKU,Male,0,No,No,58,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),111.73,6169.04,No
6741-QHEOB,Male,0,No,Yes,58,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),104.61,6142.9,No
9984-VQKRW,Female,0,No,Yes,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,99.45,4621.55,No
2221-TMEMX,Male,0,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,86.77,3952.75,No
8553-GOUMK,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,122.36,2475.48,Yes
7305-BVGNZ,Male,0,No,Yes,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,85.38,3473.6,No
4270-RZQLS,Female,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),97.84,6450.21,No
5379-OCNUN,Male,0,Yes,No,65,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),70.8,4758.13,No
8354-NOTCP,Male,0,No,No,55,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),76.49,4321.45,No
7181-NUHYD,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,129.54,9757.9,No
1751-DOLIY,Male,0,No,No,67,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.91,5910.21,No
8793-SQKJZ,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.85,668.48,No
0418-MMSCO,Female,0,No,No,38,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,71.44,2799.53,No
0566-PVBLC,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),127.88,1959.65,Yes
8017-PADGO,Female,0,No,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.66,4915.71,No
8162-VBZEQ,Female,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.98,2118.19,Yes
6810-SCYBJ,Male,0,No,Yes,19,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),68.44,1323.6,No
0685-SJTKY,Male,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,139.71,9760.53,No
9543-EUDWO,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,124.87,5916.29,No
1936-EKHRV,Male,0,Yes,No,60,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,89.59,5210.82,No
2277-JTKIK,Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),88.93,623.29,Yes
4273-FPFOS,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,128.58,1496.18,No
8452-CYRKQ,Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,142.3,7639.58,No
8922-TRDRE,Male,1,Yes,No,64,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.32,5026.47,No
4928-NRJFB,Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,135.24,9162.84,No
0701-HPOII,Female,1,No,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,117.04,6704.24,Yes
1360-WVUEY,Male,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.06,837.29,No
3507-IZCCB,Female,0,Yes,No,22,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,117.84,2588.38,Yes
8995-BFKIU,Female,0,Yes,No,67,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.89,4956.94,No
4433-BACXE,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),80.04,1068.77,No
4096-AIDWD,Male,0,Yes,No,56,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,99.42,5591.08,No
3822-ILVUA,Male,0,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),79.18,3903.01,No
6863-POTRZ,Female,1,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),117.7,4786.71,No
4085-IFWCY,Female,0,No,Yes,41,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,147.69,5794.43,No
4845-IHICP,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),145.42,10213.41,Yes
7791-OBBFR,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,115.15,7402.23,No
1911-XQXAY,Female,0,No,No,66,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.05,6123.26,No
5169-KIPLE,Male,0,No,Yes,39,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,80.35,3104.73,No
6242-IRJTT,Male,0,No,No,14,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.92,1285.92,No
7521-MGJBY,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.69,2541.96,No
7849-EJZCI,Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,123.28,2164.54,Yes
4172-IHDPX,Female,1,No,Yes,46,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,81.52,3856.64,No
5723-LOFZH,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),102.5,2789.45,No
2544-BTAWW,Female,0,No,No,46,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,81.61,3753.18,No
9202-VROXN,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.1,1116.53,No
1879-ECJOW,Female,0,No,No,67,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,98.47,6358.12,No
0809-PWBEN,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,130.89,8977.33,No
5750-LNAJH,Female,0,Yes,No,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,70.47,2738.37,No
8933-YWRYC,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,125.79,1265.15,Yes
8035-LKMCQ,Female,1,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.25,1933.36,No
9389-FFIOS,Male,0,No,No,37,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),96.75,3678.77,No
5509-LRRPG,Male,0,Yes,No,72,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),76.59,5584.99,No
6996-OUAUL,Male,0,No,No,12,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),57.86,705.08,Yes
1402-RNBZL,Male,0,No,Yes,15,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.89,1197.46,No
1224-BTLIR,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),148.08,8727.92,No
1203-HVJQR,Female,0,No,No,60,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,84.16,4859.38,No
1800-DVUQB,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,139.23,5955.73,No
5225-COYYO,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,125.08,3518.87,No
3730-MTIGO,Male,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),99.89,3301.63,No
8857-NUZJU,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,109.39,3853.56,No
8635-JMIVQ,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),113.74,2741.08,No
5119-BEHLA,Female,0,No,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),90.49,5794.48,No
9712-PFZWQ,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.3,844.81,Yes
5512-ADWLP,Male,0,Yes,No,39,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,53.52,2049.4,No
5480-BUIBP,Male,0,Yes,No,60,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,88.53,5330.2,No
9250-MIVMZ,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.19,106.19,Yes
2026-NWRND,Male,0,No,Yes,67,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,129.68,8690.25,Yes
7360-QVEUD,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,104.96,6239.4,No
5275-CVPCG,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,126.26,1234.37,Yes
3492-ZJNQU,Male,0,Yes,No,67,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),94.88,6636.98,No
8302-AFIBY,Male,0,No,No,44,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,92.77,4011.52,No
6024-PVQDN,Male,1,Yes,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,93.54,5007.03,No
0447-QJSNT,Male,0,No,No,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,103.15,6828.15,Yes
5499-VLNBR,Female,0,No,Yes,67,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,90.83,6196.86,No
1582-QCHWR,Female,1,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),103.34,3964.82,No
1357-YKBUK,Female,1,No,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,100.97,2631.13,No
1458-JIOIC,Male,0,No,No,28,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,88.2,2365.26,No
8412-KLPYR,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,111.51,6971.46,No
2802-UASBF,Male,0,No,Yes,69,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,108.7,7424.83,No
4654-BNMFK,Female,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,104.82,1068.33,No
7113-WLVPZ,Female,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,135.28,416.4,No
8820-CLEHE,Male,0,No,No,64,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,116.16,7550.82,No
6835-LUJEH,Male,0,Yes,No,37,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),89.97,3430.75,No
0934-IOVTU,Male,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,77.91,2351.91,Yes
6645-ZPVYB,Female,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),136.16,2944.69,No
2582-BXIFW,Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,143.83,4966.97,No
9425-WGEAI,Male,0,No,Yes,71,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,109.19,7755.28,No
8795-XAVMA,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),153.42,11160.89,No
4933-IXXPS,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),119.91,4091.4,No
5228-TBSRU,Male,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,93.75,6636.11,No
8963-ASBXP,Male,0,Yes,No,31,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,73.02,2335.42,Yes
2192-EIPGQ,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),35.72,2372.97,No
8366-AMPYM,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),147.53,3439.71,No
2365-YTKEC,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),143.48,9479.63,No
5382-KWKHM,Male,0,Yes,No,35,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,80.82,2874.06,No
8147-OYGMT,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),112.31,2550.0,Yes
1199-BPWAN,Male,0,No,Yes,69,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.82,6991.87,No
8614-JXKWZ,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,127.56,2997.91,Yes
4986-PIOPS,Male,0,No,Yes,72,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,89.14,6657.77,No
8074-SIAOB,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,77.44,1075.15,No
2269-CYUCD,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.86,190.38,Yes
1769-ROBIL,Male,1,Yes,No,66,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),122.05,8162.73,No
9223-GWHQB,Male,0,Yes,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,17.18,838.59,No
1931-IOLCN,Female,0,Yes,No,40,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.34,3770.35,No
3069-QEAWT,Female,1,No,Yes,11,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,102.63,1161.75,No
2396-LDTJD,Female,0,No,Yes,50,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,73.58,3718.53,No
5566-GCRVU,Male,0,No,No,38,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,98.33,3562.28,No
1392-JUTVM,Male,0,Yes,Yes,44,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.84,2337.43,Yes
8853-HIBCG,Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),149.79,7680.19,Yes
7255-MPQHI,Male,0,No,No,54,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),78.9,4455.09,Yes
2373-BICAG,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,126.23,9339.31,No
0336-SDXWA,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),105.77,5565.87,No
9542-STWTL,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,121.48,4232.93,No
8889-SJMDN,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.68,1194.13,Yes
0357-ZUWII,Male,0,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),15.91,697.48,No
1124-YDHAT,Female,0,No,Yes,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,125.96,3628.39,No
2539-FENCK,Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Mailed check,131.44,4833.97,No
7255-XQHJH,Male,0,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,132.94,8992.13,No
8972-YRRPP,Female,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,89.07,5607.11,No
3896-NRAAY,Female,0,Yes,No,53,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),112.16,6127.02,No
2585-DUOYN,Male,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.1,1638.66,No
8912-QTWJR,Male,1,No,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,114.46,4764.04,No
2574-KBGZF,Male,0,Yes,No,53,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),88.85,4662.6,No
1999-OAGFU,Female,0,No,Yes,63,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,91.46,5780.62,No
0580-BHLPP,Female,0,No,Yes,59,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,98.61,5607.97,No
9120-RPMHU,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.67,430.24,Yes
7390-QPFMO,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,41.92,2562.95,No
5727-CWRYM,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.19,5253.48,No
7906-XXXAA,Male,0,No,No,13,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,87.97,1131.8,Yes
1490-KNTQZ,Male,0,No,No,18,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,97.46,1732.67,No
2291-WPEOO,Female,0,No,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),16.93,1023.12,No
5946-XVUIN,Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.53,2549.19,No
